VIT Branch,Subject Branch,CGPA,Placement got
AP,B.Tech CSE (E-Commerce Technology),5.03,No
Vellore,B.Tech Computer Science & Engineering,9.97,No
Bhopal,B.Tech Computer Science & Engineering,9.15,No
Bhopal,B.Tech CSE (Education Technology),6.06,No
Vellore,B.Tech Computer Science & Engineering,6.42,No
Vellore,B.Tech Computer Science & Engineering,5.57,No
Chennai,B.Tech Computer Science & Engineering,5.39,No
Vellore,B.Tech Computer Science & Engineering,7.92,No
Vellore,B.Tech Computer Science & Engineering,5.96,No
AP,B.Tech ECE (AI & Cybernetics),6.9,No
AP,B.Tech CSE (Health Informatics),7.16,No
Chennai,B.Tech Computer Science & Engineering,5.42,No
AP,B.Tech CSE (E-Commerce Technology),7.87,No
Vellore,B.Tech Computer Science & Engineering,8.77,Yes
Vellore,B.Tech Computer Science & Engineering,5.27,No
AP,M.Tech AI & Data Science,9.59,No
Bhopal,B.Tech Computer Science & Engineering,5.04,No
Chennai,B.Tech Computer Science & Engineering,8.71,Yes
Vellore,B.Tech CSE (Cloud Computing & Automation),6.92,No
Vellore,B.Tech CSE (Health Informatics),6.67,No
AP,B.Tech Computer Science & Engineering,8.65,No
Vellore,B.Tech CSE (AI & ML),7.06,No
Vellore,M.Tech CSE (Cyber Security),8.21,Yes
Chennai,B.Tech Electronics & Communication Engineering,8.84,Yes
Bhopal,B.Tech Computer Science & Engineering,6.4,No
Vellore,B.Tech Computer Science & Engineering,5.31,No
Vellore,B.Tech Computer Science & Engineering,9.21,No
Vellore,B.Tech Computer Science & Engineering,9.91,No
Vellore,B.Tech Computer Science & Engineering,7.14,No
Chennai,B.Tech CSE (Cloud Computing & Automation),7.43,No
Vellore,B.Tech Computer Science & Engineering,7.39,No
Vellore,B.Tech Electronics & Communication Engineering,7.88,No
Vellore,B.Tech Computer Science & Engineering,8.78,No
Chennai,M.Tech AI & Data Science,9.85,No
AP,B.Tech CSE (Cloud Computing & Automation),9.48,Yes
AP,B.Tech CSE (E-Commerce Technology),7.47,No
Bhopal,B.Tech Computer Science & Engineering,6.78,No
Vellore,B.Tech Computer Science & Engineering,7.37,No
Chennai,B.Tech Computer Science & Engineering,9.65,Yes
Chennai,B.Tech Computer Science & Engineering,8.17,Yes
Chennai,B.Tech Computer Science & Engineering,5.07,No
Bhopal,B.Tech CSE (E-Commerce Technology),8.29,No
Vellore,B.Tech Computer Science & Engineering,7.62,No
AP,B.Tech CSE (Cyber Security & Digital Forensics),5.67,No
AP,B.Tech CSE (Health Informatics),8.71,Yes
Chennai,B.Tech Computer Science & Engineering,6.42,No
Vellore,B.Tech Computer Science & Engineering,6.8,No
AP,B.Tech Computer Science & Engineering,9.27,No
Vellore,B.Tech Computer Science & Engineering,9.25,Yes
Chennai,B.Tech CSE (E-Commerce Technology),9.41,Yes
Chennai,B.Tech Mechanical Engineering,6.16,No
AP,B.Tech Electronics & Communication Engineering,7.5,No
Vellore,B.Tech Computer Science & Engineering,9.21,Yes
Vellore,B.Tech Computer Science & Engineering,7.63,No
Vellore,B.Tech Computer Science & Engineering,9.3,No
Chennai,B.Tech Computer Science & Engineering,9.76,Yes
Bhopal,B.Tech Mechanical Engineering,7.79,No
Chennai,M.Tech VLSI Design,5.74,No
Vellore,B.Tech Computer Science & Engineering,5.15,No
Bhopal,B.Tech Computer Science & Engineering,9.69,No
Bhopal,B.Tech Computer Science & Engineering,7.59,No
Chennai,B.Tech CSE (AI & ML),5.17,No
Bhopal,B.Tech Computer Science & Engineering,5.67,No
Chennai,B.Tech Computer Science & Engineering,8.34,Yes
Bhopal,B.Tech Computer Science & Engineering,9.49,No
AP,B.Tech CSE (Cloud Computing & Automation),6.63,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),6.19,No
Bhopal,B.Tech Computer Science & Engineering,8.87,No
Vellore,B.Tech Computer Science & Engineering,6.77,No
Vellore,B.Tech Computer Science & Engineering,9.76,No
Vellore,B.Tech Computer Science & Engineering,9.83,Yes
Bhopal,B.Tech Computer Science & Engineering,6.91,No
Vellore,B.Tech CSE (AI & ML),8.05,Yes
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),9.0,No
Bhopal,B.Tech Computer Science & Engineering,7.61,No
Chennai,B.Tech Computer Science & Engineering,5.32,No
Bhopal,B.Tech Computer Science & Engineering,7.18,No
Vellore,B.Tech Computer Science & Engineering,9.82,No
AP,B.Tech Electronics & Communication Engineering,6.18,No
Chennai,B.Tech CSE (Cloud Computing & Automation),9.25,Yes
Vellore,B.Tech Computer Science & Engineering,9.08,No
AP,B.Tech CSE (Education Technology),9.41,Yes
Vellore,B.Tech Computer Science & Engineering,5.62,No
Vellore,B.Tech Computer Science & Engineering,9.79,Yes
Vellore,B.Tech CSE (E-Commerce Technology),5.46,No
Vellore,B.Tech Electronics & Communication Engineering,7.14,No
Bhopal,B.Tech Computer Science & Engineering,6.32,No
AP,B.Tech Computer Science & Engineering,5.17,No
Bhopal,B.Tech Computer Science & Engineering,8.86,Yes
AP,B.Tech Computer Science & Engineering,9.62,Yes
Chennai,B.Tech Computer Science & Engineering,9.02,Yes
Vellore,B.Tech CSE (Cloud Computing & Automation),5.52,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),6.52,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),8.63,Yes
Chennai,B.Tech Computer Science & Engineering,6.23,No
Vellore,B.Tech Computer Science & Engineering,9.03,No
Bhopal,B.Tech CSE (Cloud Computing & Automation),7.95,No
Vellore,B.Tech Electronics & Communication Engineering,7.02,No
Vellore,B.Tech CSE (AI & ML),5.74,No
AP,B.Tech Computer Science & Engineering,6.93,No
Vellore,B.Tech Computer Science & Engineering,8.89,Yes
Chennai,B.Tech CSE (Health Informatics),5.71,No
Chennai,B.Tech CSE (Education Technology),5.14,No
Vellore,B.Tech CSE (E-Commerce Technology),8.61,Yes
Vellore,B.Tech Electronics & Communication Engineering,8.7,Yes
Chennai,B.Tech CSE (Health Informatics),5.0,No
Vellore,B.Tech Electronics & Communication Engineering,5.14,No
Chennai,B.Tech Computer Science & Engineering,9.6,Yes
Vellore,B.Tech Computer Science & Engineering,7.66,No
Bhopal,B.Tech Computer Science & Engineering,6.06,No
Vellore,B.Tech Computer Science & Engineering,5.43,No
Vellore,M.Tech VLSI Design,5.7,No
Vellore,B.Tech Computer Science & Engineering,8.8,Yes
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),7.05,No
Chennai,B.Tech Computer Science & Engineering,8.21,Yes
Vellore,B.Tech Computer Science & Engineering,7.27,No
Bhopal,B.Tech Computer Science & Engineering,6.98,No
Vellore,B.Tech Computer Science & Engineering,9.02,No
AP,B.Tech Computer Science & Engineering,9.62,Yes
Chennai,B.Tech ECE (AI & Cybernetics),8.91,Yes
AP,B.Tech Computer Science & Engineering,5.14,No
Bhopal,B.Tech Computer Science & Engineering,8.51,No
Bhopal,B.Tech Computer Science & Engineering,6.99,No
AP,B.Tech Mechanical Engineering,7.54,No
AP,B.Tech CSE (Education Technology),5.79,No
Vellore,B.Tech Computer Science & Engineering,7.24,No
Vellore,B.Tech Computer Science & Engineering,7.09,No
Vellore,B.Tech CSE (Education Technology),7.75,No
Vellore,B.Tech CSE (Education Technology),7.59,No
Chennai,B.Tech CSE (Cloud Computing & Automation),5.97,No
Chennai,B.Tech Computer Science & Engineering,9.32,No
AP,B.Tech Computer Science & Engineering,9.94,Yes
Bhopal,B.Tech Electronics & Communication Engineering,5.45,No
Vellore,B.Tech Computer Science & Engineering,6.93,No
Vellore,B.Tech Computer Science & Engineering,5.78,No
Chennai,B.Tech CSE (E-Commerce Technology),9.28,Yes
AP,B.Tech Computer Science & Engineering,5.78,No
AP,B.Tech Computer Science & Engineering,9.9,Yes
Bhopal,M.Tech VLSI Design,8.55,Yes
Bhopal,B.Tech Mechanical Eng (AI & Robotics),8.17,No
Vellore,B.Tech Computer Science & Engineering,5.08,No
Vellore,B.Tech Computer Science & Engineering,9.78,Yes
Vellore,B.Tech Computer Science & Engineering,6.77,No
AP,B.Tech Computer Science & Engineering,7.1,No
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),7.16,No
Bhopal,B.Tech CSE (Health Informatics),8.98,No
Vellore,B.Tech CSE (AI & ML),6.43,No
Chennai,B.Tech Computer Science & Engineering,8.56,Yes
Chennai,B.Tech Computer Science & Engineering,7.55,No
Vellore,B.Tech Computer Science & Engineering,5.91,No
Vellore,B.Tech Computer Science & Engineering,7.99,No
AP,B.Tech Computer Science & Engineering,8.06,Yes
Vellore,B.Tech Computer Science & Engineering,7.17,No
Chennai,B.Tech Computer Science & Engineering,5.32,No
Vellore,B.Tech CSE (E-Commerce Technology),6.08,No
Chennai,B.Tech Computer Science & Engineering,6.82,No
Bhopal,B.Tech Computer Science & Engineering,7.87,No
Chennai,B.Tech CSE (Cloud Computing & Automation),5.05,No
AP,B.Tech Computer Science & Engineering,6.83,No
Vellore,B.Tech Computer Science & Engineering,8.03,Yes
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),6.26,No
Vellore,B.Tech Computer Science & Engineering,8.04,No
Vellore,B.Tech Computer Science & Engineering,7.11,No
AP,B.Tech CSE (Education Technology),8.79,No
Vellore,B.Tech Computer Science & Engineering,7.36,No
AP,B.Tech Computer Science & Engineering,9.42,Yes
Chennai,B.Tech CSE (AI & ML),7.4,No
Vellore,B.Tech CSE (AI & ML),7.67,No
Chennai,B.Tech CSE (Cloud Computing & Automation),7.84,No
Chennai,B.Tech Computer Science & Engineering,9.08,Yes
Vellore,B.Tech Computer Science & Engineering,5.51,No
AP,B.Tech CSE (Education Technology),6.13,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),8.41,Yes
AP,B.Tech Computer Science & Engineering,7.97,No
Chennai,B.Tech Computer Science & Engineering,5.68,No
Vellore,B.Tech CSE (AI & ML),8.99,Yes
Vellore,B.Tech Mechanical Engineering,9.54,Yes
Vellore,B.Tech Mechanical Engineering,5.44,No
Vellore,B.Tech Computer Science & Engineering,6.96,No
Vellore,B.Tech CSE (E-Commerce Technology),9.02,Yes
AP,B.Tech CSE (AI & ML),8.62,No
Vellore,B.Tech Computer Science & Engineering,5.99,No
Chennai,B.Tech Electronics & Communication Engineering,9.72,No
AP,B.Tech CSE (Education Technology),8.82,No
Chennai,B.Tech CSE (Education Technology),6.27,No
Bhopal,B.Tech Electronics & Communication Engineering,8.97,Yes
Vellore,B.Tech Computer Science & Engineering,7.77,No
Bhopal,M.Tech CSE (Cyber Security),6.47,No
Vellore,B.Tech CSE (AI & ML),8.2,Yes
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),5.28,No
Vellore,B.Tech ECE (AI & Cybernetics),9.1,No
Chennai,B.Tech Computer Science & Engineering,9.38,Yes
Vellore,B.Tech CSE (AI & ML),8.05,No
Vellore,B.Tech Computer Science & Engineering,9.4,Yes
Vellore,B.Tech Computer Science & Engineering,9.05,No
Chennai,B.Tech Computer Science & Engineering,5.42,No
AP,M.Tech VLSI Design,9.09,Yes
Vellore,B.Tech Computer Science & Engineering,8.63,Yes
Vellore,B.Tech Computer Science & Engineering,9.99,Yes
Vellore,B.Tech Computer Science & Engineering,7.91,No
Vellore,M.Tech VLSI Design,9.2,No
Vellore,B.Tech Mechanical Engineering,6.41,No
Vellore,B.Tech Computer Science & Engineering,10.0,Yes
Vellore,B.Tech Computer Science & Engineering,5.81,No
Vellore,B.Tech Computer Science & Engineering,6.98,No
Vellore,B.Tech Computer Science & Engineering,8.88,Yes
AP,M.Tech CSE (Cyber Security),6.25,No
Vellore,B.Tech Computer Science & Engineering,5.14,No
Chennai,B.Tech Computer Science & Engineering,9.62,Yes
AP,B.Tech Computer Science & Engineering,5.28,No
Chennai,B.Tech Electronics & Communication Engineering,7.92,No
Vellore,B.Tech Electronics & Communication Engineering,6.45,No
Vellore,B.Tech Computer Science & Engineering,6.21,No
Chennai,B.Tech Computer Science & Engineering,6.64,No
Chennai,B.Tech Computer Science & Engineering,6.96,No
Vellore,B.Tech CSE (Education Technology),8.58,No
AP,M.Tech CSE (Cyber Security),9.39,No
AP,B.Tech CSE (Education Technology),9.77,No
Bhopal,B.Tech Computer Science & Engineering,7.88,No
Vellore,B.Tech CSE (Health Informatics),9.86,No
Bhopal,B.Tech Computer Science & Engineering,5.56,No
Vellore,B.Tech Computer Science & Engineering,9.42,Yes
Bhopal,B.Tech Computer Science & Engineering,7.02,No
AP,B.Tech Computer Science & Engineering,7.47,No
Bhopal,B.Tech CSE (E-Commerce Technology),5.7,No
AP,B.Tech ECE (AI & Cybernetics),8.69,Yes
Vellore,Other,5.05,No
Chennai,B.Tech Computer Science & Engineering,7.03,No
Vellore,B.Tech Computer Science & Engineering,8.19,Yes
Vellore,B.Tech Computer Science & Engineering,8.02,Yes
Vellore,B.Tech Computer Science & Engineering,8.76,Yes
Chennai,B.Tech Computer Science & Engineering,6.91,No
AP,B.Tech CSE (Health Informatics),5.52,No
Vellore,B.Tech Computer Science & Engineering,8.45,Yes
Chennai,B.Tech Computer Science & Engineering,9.9,No
Vellore,B.Tech CSE (Education Technology),5.39,No
Vellore,B.Tech Computer Science & Engineering,9.39,No
Vellore,B.Tech Computer Science & Engineering,5.48,No
Bhopal,B.Tech Computer Science & Engineering,5.57,No
Vellore,B.Tech Computer Science & Engineering,5.46,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),8.35,Yes
Chennai,M.Tech VLSI Design,7.94,No
Vellore,B.Tech Computer Science & Engineering,7.5,No
Bhopal,B.Tech CSE (AI & ML),8.72,Yes
AP,B.Tech Computer Science & Engineering,9.49,No
Bhopal,B.Tech CSE (Education Technology),7.9,No
Chennai,B.Tech Electronics & Communication Engineering,6.34,No
Vellore,B.Tech CSE (Education Technology),8.67,No
Chennai,B.Tech Computer Science & Engineering,7.72,No
Bhopal,B.Tech Computer Science & Engineering,8.78,Yes
Chennai,B.Tech Computer Science & Engineering,9.55,Yes
Vellore,B.Tech Electronics & Communication Engineering,7.88,No
Bhopal,B.Tech Computer Science & Engineering,6.0,No
Vellore,B.Tech Electronics & Communication Engineering,6.37,No
Vellore,M.Tech AI & Data Science,6.22,No
Vellore,B.Tech Computer Science & Engineering,6.3,No
Vellore,B.Tech Computer Science & Engineering,9.25,Yes
AP,B.Tech Mechanical Eng (AI & Robotics),7.26,No
Chennai,B.Tech Computer Science & Engineering,5.23,No
Chennai,B.Tech Computer Science & Engineering,6.47,No
Vellore,M.Tech CSE (Cyber Security),6.84,No
Bhopal,B.Tech Computer Science & Engineering,9.01,No
Bhopal,M.Tech CSE (Cyber Security),9.87,No
Bhopal,B.Tech Computer Science & Engineering,8.43,Yes
Vellore,B.Tech Computer Science & Engineering,6.86,No
Bhopal,B.Tech CSE (E-Commerce Technology),9.24,Yes
AP,B.Tech Computer Science & Engineering,9.82,Yes
AP,B.Tech Computer Science & Engineering,9.81,Yes
Vellore,B.Tech Computer Science & Engineering,6.9,No
Vellore,B.Tech Computer Science & Engineering,6.75,No
Vellore,B.Tech Computer Science & Engineering,8.81,No
Bhopal,B.Tech Computer Science & Engineering,8.96,No
Vellore,B.Tech Computer Science & Engineering,7.9,No
Chennai,B.Tech CSE (AI & ML),9.83,No
Chennai,B.Tech Computer Science & Engineering,6.14,No
AP,B.Tech Computer Science & Engineering,6.1,No
AP,B.Tech CSE (E-Commerce Technology),9.61,Yes
Vellore,B.Tech Computer Science & Engineering,6.45,No
Chennai,B.Tech Computer Science & Engineering,9.44,No
AP,B.Tech Computer Science & Engineering,7.16,No
AP,B.Tech Mechanical Eng (AI & Robotics),7.53,No
Vellore,B.Tech Computer Science & Engineering,9.59,Yes
Vellore,B.Tech Computer Science & Engineering,6.3,No
Vellore,B.Tech Computer Science & Engineering,8.21,No
Vellore,B.Tech Computer Science & Engineering,7.92,No
Chennai,B.Tech Computer Science & Engineering,5.28,No
Vellore,B.Tech Computer Science & Engineering,6.61,No
Chennai,B.Tech CSE (Health Informatics),9.25,Yes
Vellore,B.Tech CSE (E-Commerce Technology),8.42,Yes
Chennai,B.Tech CSE (Education Technology),7.06,No
Vellore,B.Tech Computer Science & Engineering,9.54,No
Bhopal,B.Tech Computer Science & Engineering,9.29,Yes
Bhopal,B.Tech Mechanical Engineering,6.97,No
Vellore,B.Tech Computer Science & Engineering,5.65,No
Vellore,B.Tech CSE (Education Technology),6.38,No
Vellore,B.Tech Computer Science & Engineering,8.97,No
Chennai,B.Tech Computer Science & Engineering,7.6,No
Vellore,B.Tech Computer Science & Engineering,8.4,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),9.87,Yes
Vellore,B.Tech Computer Science & Engineering,9.39,No
Vellore,B.Tech CSE (Education Technology),5.29,No
AP,B.Tech Computer Science & Engineering,8.67,Yes
AP,B.Tech Computer Science & Engineering,5.7,No
Bhopal,B.Tech Computer Science & Engineering,5.4,No
Vellore,B.Tech Computer Science & Engineering,6.04,No
Bhopal,B.Tech CSE (Health Informatics),8.73,No
AP,B.Tech Computer Science & Engineering,9.71,No
Vellore,B.Tech CSE (AI & ML),8.11,No
Chennai,B.Tech Computer Science & Engineering,7.75,No
Vellore,B.Tech Electronics & Communication Engineering,7.32,No
Bhopal,B.Tech Computer Science & Engineering,6.51,No
Vellore,B.Tech Computer Science & Engineering,5.19,No
Vellore,B.Tech ECE (AI & Cybernetics),9.77,Yes
Vellore,B.Tech Computer Science & Engineering,5.06,No
Vellore,B.Tech CSE (AI & ML),8.31,No
AP,B.Tech CSE (AI & ML),9.64,Yes
Chennai,B.Tech Computer Science & Engineering,5.12,No
Chennai,B.Tech CSE (Cloud Computing & Automation),5.04,No
Vellore,B.Tech Computer Science & Engineering,6.29,No
Chennai,B.Tech Computer Science & Engineering,6.16,No
Vellore,B.Tech Computer Science & Engineering,5.92,No
Vellore,Other,7.19,No
Bhopal,B.Tech Computer Science & Engineering,7.58,No
Vellore,B.Tech CSE (Cloud Computing & Automation),9.21,Yes
AP,B.Tech Computer Science & Engineering,8.17,Yes
AP,B.Tech CSE (Education Technology),8.08,No
Vellore,B.Tech Computer Science & Engineering,6.95,No
Chennai,B.Tech Computer Science & Engineering,9.37,No
Vellore,B.Tech Computer Science & Engineering,9.95,No
AP,B.Tech CSE (AI & ML),8.04,Yes
Chennai,B.Tech Computer Science & Engineering,6.04,No
AP,B.Tech Computer Science & Engineering,5.09,No
Chennai,B.Tech Computer Science & Engineering,8.03,Yes
Bhopal,B.Tech Computer Science & Engineering,9.78,No
Vellore,B.Tech Computer Science & Engineering,9.76,Yes
Vellore,B.Tech Computer Science & Engineering,7.18,No
AP,B.Tech Computer Science & Engineering,5.62,No
Vellore,B.Tech Computer Science & Engineering,6.31,No
Vellore,B.Tech Computer Science & Engineering,5.29,No
Vellore,B.Tech Computer Science & Engineering,7.28,No
AP,B.Tech Computer Science & Engineering,8.8,Yes
Chennai,B.Tech Computer Science & Engineering,9.57,Yes
Bhopal,B.Tech CSE (Education Technology),8.58,No
AP,B.Tech Computer Science & Engineering,7.54,No
Vellore,B.Tech CSE (Cloud Computing & Automation),8.81,Yes
Vellore,B.Tech Computer Science & Engineering,6.47,No
Chennai,B.Tech Computer Science & Engineering,6.69,No
Bhopal,B.Tech Computer Science & Engineering,9.75,Yes
AP,B.Tech Computer Science & Engineering,9.22,Yes
Vellore,B.Tech Computer Science & Engineering,6.05,No
AP,B.Tech Computer Science & Engineering,5.43,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),8.25,No
AP,B.Tech Computer Science & Engineering,6.79,No
Vellore,B.Tech ECE (AI & Cybernetics),5.18,No
Chennai,B.Tech CSE (E-Commerce Technology),9.62,No
Vellore,B.Tech Computer Science & Engineering,6.82,No
Vellore,B.Tech CSE (AI & ML),7.28,No
Bhopal,B.Tech Electronics & Communication Engineering,5.59,No
Bhopal,B.Tech CSE (Cyber Security & Digital Forensics),5.38,No
Vellore,B.Tech CSE (Cyber Security & Digital Forensics),8.29,No
Vellore,B.Tech Mechanical Engineering,7.22,No
Chennai,B.Tech CSE (AI & ML),5.86,No
Bhopal,B.Tech Computer Science & Engineering,8.24,Yes
Vellore,B.Tech Computer Science & Engineering,7.26,No
Vellore,B.Tech CSE (AI & ML),8.72,No
Bhopal,B.Tech Computer Science & Engineering,9.37,Yes
Chennai,B.Tech Computer Science & Engineering,8.21,Yes
Bhopal,B.Tech Computer Science & Engineering,7.57,No
Vellore,B.Tech CSE (E-Commerce Technology),9.19,Yes
Chennai,B.Tech CSE (Health Informatics),6.5,No
Vellore,B.Tech Computer Science & Engineering,8.95,Yes
Vellore,B.Tech CSE (AI & ML),8.78,Yes
Chennai,B.Tech Computer Science & Engineering,9.83,Yes
Chennai,B.Tech CSE (E-Commerce Technology),7.04,No
Vellore,B.Tech Computer Science & Engineering,9.02,Yes
Bhopal,B.Tech Computer Science & Engineering,8.37,No
